id,overview_eng,labels
208559,"Ash, Misty, and Brock encounter a gigantic Magcargo that refuse to step aside and let a traveller pass. When Misty's Water tactics fail to move the stubborn Fire Pokémon, a passing trainer taunts her, declaring that Fire Pokémon, his specialty, are far superior to Water. Their rivalry escalates into a full-on Pokémon battle.
","[('Ash', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Magcargo', 'POKEMON'), ('Misty', 'CHARACTER'), ('Fire Pokémon', 'PERSON'), ('Pokémon', 'ORG')]"
208560,"Ash, Brock, and Misty meet up with a witch named Lily. She is seeking ingredients to conduct a spell to make humans more friendly with Pokemon. The one last ingredient she needs is tears of an Aipom, and the group fights Team Rocket to get an Aipom. Lily then conducts the spell, turning Ash into a Pikachu!
","[('Brock', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Lily', 'PERSON'), ('Pokemon', 'ORG'), ('one', 'CARDINAL'), ('Aipom', 'POKEMON'), ('Ash', 'CHARACTER'), ('Pikachu', 'POKEMON')]"
208561,"When Pikachu is left exhausted in battle, the gang meets a trainer who guides them to a secret, yet legendary lake that somehow serves to restore energy to the Electric Pokémon that live along its banks.
","[('Pikachu', 'POKEMON'), ('the Electric Pokémon', 'ORG')]"
208562,"In the midst of their travels, Ash and friends meet up with a young girl who, along with her two Igglybuff assistants, stars in her own musical variety television program. Our heroes are content to sit back and enjoy the show, but unfortunately Team Rocket has other plans in mind.
","[('Ash', 'CHARACTER'), ('two', 'CARDINAL'), ('Igglybuff', 'POKEMON')]"
208563,"Ash, Misty and Brock stop by a lake where they meet with Team Rocket. As they're about to battle each other, a Slowpoke with a flag comes and sits on a rock fishing. This lady comes and says the Slowpoke is looking for ""enlightment"". She offers everyone to take to Slowpoke Temple to learn this. There's a giant gold statue of a Slowpoke. They go through tests, such as having to concentrate so hard they won't move or else they'll be hit by sticks(!). The next is cleaning the temple, which Ash and Team Rocket compete in. Jesse and James go off to steal the statue, and Meowth distracts Ash by fishing with him. The same Slowpoke is fishing much better than Ash and friends, because the pokemon know they won't be captured. The gold statue is stolen by Jesse and James, but Slowpoke evolves into Slowbro and defeats them. Ash and friends head off, while Team Rocket stay at the temple, this time to truthfully learn enlightment.
","[('Misty', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Slowpoke Temple', 'ORG'), ('Meowth', 'POKEMON'), ('Jesse', 'PERSON'), ('James', 'CHARACTER'), ('Slowpoke', 'POKEMON'), ('Slowbro', 'POKEMON'), ('Ash', 'CHARACTER')]"
208564,"Ash, Brock, and Misty, on their adventure to the way to the Johto League, they stop to rest in a small town, and learn that Prof. Oak and Mary are doing an outdoor show in Maroon Town, a nearby town. They go there, and as usual, Team Rocket pop up and they impersonate Prof. Oak and Mary. A standoff to prove the real Prof. Oak is held, and the real Oak was, fortunately, picked, and Team Rocket get foiled.
","[('Ash', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Misty', 'CHARACTER'), ('the Johto League', 'ORG'), ('Maroon Town', 'GPE'), ('Mary', 'PERSON'), ('Oak', 'PERSON')]"
208565,"The gang is relaxing in a field when a Cleffa lands on Phanpy, the gang then witness a flying saucer which crashes into a mountain. The Pokemon Myserty Club (PMC, Ken and Mary) appear to get the Cleffa and interrupt Team Rocket's plan to capture the Cleffa as well. While both Pokemon escape into the forest, PMC, Rocket and Ash all search for them. Ash, Misty and Brock stumble upon the Clefairy rocket ship which needs to be repaired. As PMC and Rocket fight using their machines, the Clefairy steal their machine parts for repair. As the ship leaves, Cleffa evolves into Clefairy and leaves a sad Phanpy behind. Meanwhile, PMC examine crop circles being created by Snorlax.
","[('The Pokemon Myserty Club', 'ORG'), ('Ken', 'PERSON'), ('Mary', 'PERSON'), (""Team Rocket's"", 'PERSON'), ('Pokemon', 'ORG'), ('Ash', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Rocket', 'PERSON'), ('Cleffa', 'POKEMON'), ('Clefairy', 'POKEMON'), ('Phanpy', 'POKEMON'), ('PMC', 'ORG'), ('Snorlax', 'POKEMON')]"
208566,"On meeting up with a proud Pokémon trainer who dares all comers to face his Poliwrath, Misty and Ash quickly rise to the challenge. Misty, in particular, encourages her Poliwhirl to watch closely as it may someday evolve into a Poliwrath. As is often the case, the battle isn't long over before this challenger and Ash and Misty have become fast friends.  Meanwhile, Team Rocket, having furtively observed this battle and been convinced that the Poliwrath is a match even for Pikachu, decide to first capture it and then use it to capture Pikachu. Unfortunately, this logic does not hold as they find capturing a Pokemon stronger than Pikachu even more difficult than simply capturing Pikachu. A surprise is in store for Misty, as her Poliwhirl evolves not into a Poliwrath, but into another Pokemon altogether.
","[('Pokémon', 'PERSON'), ('Poliwrath, Misty and Ash', 'WORK_OF_ART'), ('Ash', 'CHARACTER'), ('first', 'ORDINAL'), ('Pikachu', 'POKEMON'), ('Misty', 'CHARACTER'), ('Poliwhirl', 'POKEMON'), ('Poliwrath', 'POKEMON'), ('Pokemon', 'ORG')]"
208567,"After defeating a girl who has a Smoochum, Ash is determined to beat Clair, as he is getting close to Blackthorn City. Seeing that Ash just can't get enough battling, the trainer suggests as she leaves that he give a local Pokémon battle park a try.
","[('Smoochum', 'POKEMON'), ('Ash', 'CHARACTER'), ('Pokémon', 'ORG')]"
208568,"When Ash, Misty, and Brock pause for a picnic by a lake, Politoed wanders off and is mistaken by another trainer for her own Politoed.
","[('Ash', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Politoed', 'POKEMON')]"
924901,"As they continue on their journey, Ash and co go through the Ice Cave, a shortcut to Blackthorn City. But when they slip, they fall into a hole. Why is there a hole? Team Rocket, of course.","[('Ash', 'CHARACTER'), ('the Ice Cave', 'ORG')]"
208569,"Finally reaching the outskirts of Blackthorn City, Ash pushes to quickly seek out the gym where he hopes to earn his final Johto badge. Before he has the opportunity, he chances into a Dratini and learns that its eager trainer, Clair, is in fact the Blackthorn Gym leader.
","[('Ash', 'CHARACTER'), ('Johto', 'GPE'), ('Dratini', 'POKEMON'), ('Clair', 'ORG'), ('Blackthorn Gym', 'ORG')]"
208570,"Team Rocket steals the Dragon Fang as Ash begins his battle for the final Johto badge with Clair. Then TR gets Dragonite on their side to help them escape.
","[('Ash', 'CHARACTER'), ('Johto', 'GPE'), ('Clair', 'ORG'), ('Dragonite', 'POKEMON')]"
208571,"Ash's Charizard flys in and lands on Ash. Liza also lands in on Charla who is in love with Charizard. Rocket find a bowl in a Dragon Shrine which upsets Dragonite and causes a fire in a field. So Ash, Liza and Clair set to put out the fire to save wild Pokemon.After the fire is put out, TR is greatful that they were saved from the fire. Dragonite is under an attack rage and starts attacking Clair, Ash and the gang. This leads to a battle between Dragonair and Charizard versus Dragonite which ends his attack rage.
","[(""Ash's"", 'ORG'), ('Charla', 'GPE'), ('Liza', 'PERSON'), ('Pokemon', 'ORG'), ('Clair', 'ORG'), ('Ash', 'CHARACTER'), ('Dragonair', 'POKEMON'), ('Charizard', 'POKEMON'), ('Dragonite', 'POKEMON')]"
208572,"Ash's battle with Claire begins right away and Ash uses Snorlax, Pikachu and Charizard. Meanwhile, Team Rocket dig underground to get back the Dragon Fang but end up meeting Charla. Ash wins his 8th gym badge and is allowed to enter the Johto League as Leeza, Charla and Ash's Charizard fly off.
","[('Claire', 'PERSON'), ('Snorlax', 'POKEMON'), ('Pikachu', 'POKEMON'), ('8th', 'ORDINAL'), ('Johto League', 'ORG'), ('Leeza', 'GPE'), ('Charla', 'PERSON'), ('Ash', 'CHARACTER'), ('Charizard', 'POKEMON')]"
208573,"Ash plans to go to Newbarktown to register for the Johto Silver Conference now that he has all 8 badges even though the Silver Conference is in 3 months. Team Rocket has plans of their own, they decide to steal Ash's badges for money or to enter the Conference themselves. They are successful in stealing his badges and run away with them. Meanwhile, Wobbuffet meets a Wynaut in the woods who steals the badges from Team Rocket. When Ash realizes his loss of badges he goes through the list of the gym leaders he fought to get them.Team Rocket think a Wooper stole the badges, so they try to find one. While Ash tries on his own to try to find the badges. Noctowl and Bayleef find Wynaut and the badges and some berries he has in a box. But when Team Rocket find Bayleef with the badges, they attack Bayleaf and escape with the badges. Claire comes in with Dragonair to chase the Rocket balloon. When Ash gets his badges back he realizes he's missing his Rising badge, Wynaut appears holding the badge. He hands it to Bayleef and escapes without Ash seeing him.Now that Ash has all 8 badges, Claire tells Ash the directions to Newbarktown to register for the Johto League Silver Conference.
","[('the Johto Silver Conference', 'FAC'), ('3 months', 'DATE'), ('Wobbuffet', 'POKEMON'), ('Wooper', 'POKEMON'), ('Noctowl', 'POKEMON'), ('Bayleaf', 'PRODUCT'), ('Dragonair', 'POKEMON'), ('Wynaut', 'POKEMON'), ('Bayleef', 'POKEMON'), ('8', 'CARDINAL'), ('Claire', 'PERSON'), ('Ash', 'CHARACTER'), ('Newbarktown', 'GPE'), ('the Johto League Silver Conference', 'ORG')]"
208574,"On the road back to New Bark Town, Ash and friends stop for a rest near the ocean. There they spot a sign advertising a synchronized Pokémon swimming event. Close behind is Team Rocket, who quickly hatch a plan to steal all of the Pokémon from the swimming show.
","[('New Bark Town', 'GPE'), ('Ash', 'CHARACTER'), ('Pokémon', 'ORG')]"
208575,"Ash and friends return to New Bark Town, but before Ash is able to register for the Johto League Championship, Professor Elm sends him on an errand to retrieve a Pokémon egg from a nearby marine Pokémon laboratory. At the laboratory, Ash and friends meet up with a young researcher who uses the supersonic waves from a Lanturn to detect the singing voices of traveling Lapras.
","[('New Bark Town', 'ORG'), ('the Johto League Championship', 'ORG'), ('Pokémon', 'ORG'), ('Ash', 'CHARACTER'), ('Lanturn', 'POKEMON'), ('Lapras', 'POKEMON')]"
208576,"Ash receives an egg from Prof. Elm, and as the egg hatches into a Larvitar, Ash must help the shy pokemon find its parents. Unfortunately, Team Rocket has their eye on this rare pokemon.
","[('Elm', 'PERSON'), ('Larvitar', 'POKEMON'), ('Ash', 'CHARACTER')]"
208577,"On their way to Mount Silver, the gang come across a hot spring and meet Nelson who is looking for an Entei. Ash, Misty and Brock decide to release their Pokemon for them to enjoy the hot springs and hot sand. Team Rocket appear pretending to be researchers in order to steal Larvitar. After escaping from Rocket's truck, Nelson and his Misdreavous meet Ash again.Nelson wants to battle Ash, so Ash sends out Phanpy first. While battling, TR steal Misdreavous after they find out how powerful she is. Rocket then steal all the wild Pokemon in the hot spring as well as Brock's Pinco. When Brock chases after it, Pineco evolves into Forretress. After Rocket over-powers their machine, it causes the hot spring to get out of control. But then, Entei's flamethrower saves the spring and blasts TR away. Nelson then tries to catch Entei, but it uses roar to escape.
","[('Mount Silver', 'LOC'), ('Entei.', 'GPE'), ('Misty', 'CHARACTER'), ('Larvitar', 'POKEMON'), (""Rocket's"", 'ORG'), ('Ash', 'CHARACTER'), ('Phanpy', 'POKEMON'), ('first', 'ORDINAL'), ('Misdreavous', 'PERSON'), ('Pokemon', 'ORG'), ('the hot spring', 'DATE'), ('Pinco', 'ORG'), ('Brock', 'CHARACTER'), ('Pineco', 'POKEMON'), ('Forretress', 'POKEMON'), ('the spring', 'DATE'), ('Nelson', 'PERSON'), ('Entei', 'POKEMON')]"
208578,"Brock leads Ash and Misty toward a beautiful lake he has read about in his guidebook, but when they arrive at its supposed location, they find nothing but a dried-up stream, surrounded by a number of thirsty Slowpoke. Ash and friends spot a Sumo Crown, but are stopped from approaching it by a young girl and her Slowpoke. The girl explains that she and her Slowpoke are researching legends surrounding the Slowpoke and a supposed Slowking.
","[('Brock', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Ash', 'CHARACTER'), ('Slowpoke', 'POKEMON'), ('Slowking', 'POKEMON')]"
208579,"While the gang looks for Larvitar's mother, they run into Casey, to see that her Bayleef has evolved into Meganium. It seems that Casey is after a wild Elekid who is a very good tricker. The group decides to help her find it. Meanwhile, James trades his Victreebell for a Weppinbell and it evolves.
","[('Larvitar', 'POKEMON'), ('Bayleef', 'POKEMON'), ('Meganium', 'POKEMON'), ('Casey', 'PERSON'), ('Elekid', 'POKEMON'), ('James', 'CHARACTER'), ('Victreebell', 'WORK_OF_ART'), ('Weppinbell', 'ORG')]"
208580,"Ash and friends reach the base of Mount Silver, where they hope to return their Larvitar to its birthplace. On their way, Ash faces a young trainer in Pokémon battle, pitting his Cyndaquil against the trainer's Magby. After the battle, Ash has thoughts about trying to make his Cyndaquil evovle. Following behind, Jessie and James note the trainers and their rare and valuable Pokémon preparing to battle in the Johto Championship. Setting aside their usual plans for capturing Pikachu-they capture Larvitar and many other Pokémon.
","[('Mount Silver', 'LOC'), ('Magby', 'POKEMON'), ('Ash', 'CHARACTER'), ('Cyndaquil', 'POKEMON'), ('Jessie', 'CHARACTER'), ('James', 'CHARACTER'), ('the Johto Championship', 'FAC'), ('Pikachu', 'POKEMON'), ('Larvitar', 'POKEMON'), ('Pokémon', 'ORG')]"
208581,"Having finally reached amount Silver, Ash and friends stop momentarily when they discover a lost Unown on their path.   Spotting these two rare Pok�n together, Team Rocket decides to kidnap both of them.  When this Unown is attacked, however, a defensive instinct leads it to teleport itself into another dimension.  Unfortunately, Ash and friends are also caught up in this interdimensional escape.
","[('Silver, Ash', 'GPE'), ('two', 'CARDINAL'), ('Unown', 'POKEMON'), ('Ash', 'CHARACTER')]"
208582,"After many days of travel, Ash and friends finally reach the area where their Larvitar was born.  They soon encounter a Tyranitar that they recognize from Larvitar's visions to be its mother.  Unfortunately, this Tyranitar mistakes them for the poachers that had stolen her child.  Our heroes struggle to convince the mother Tyranitar of their good intentions, but to no avail.  Things only get worse when the actual poachers arrive, intent on capturing not only the child, but its mother as well.
","[('many days', 'DATE'), ('Ash', 'CHARACTER'), ('Larvitar', 'POKEMON'), ('Tyranitar', 'POKEMON')]"
208583,"Ash and friends offer to help the Silver Conference Officials retrieve the Ho-Oh Flame from atop a mountain shrine. However, a Sneasel and its buddies Machop and Machoke are guarding the shrine. They also meet another trainer, from the Hoenn Region, named Harrison. Harrison vowes to catch the Sneasel. Will he succeed and will they get the Flame?
","[('Ash', 'CHARACTER'), ('Machop', 'POKEMON'), ('Machoke', 'POKEMON'), ('the Hoenn Region', 'LOC'), ('Harrison', 'PERSON'), ('Sneasel', 'POKEMON'), ('Flame', 'PERSON')]"
208584,"Gary and Ash meet up again.
","[('Gary', 'PERSON'), ('Ash', 'CHARACTER')]"
208585,"Ash's Squirtle makes an appearance.
","[('Ash', 'CHARACTER'), ('Squirtle', 'POKEMON')]"
208586,"Ash calls on Bulbasaur for his next battle against a trainer named Jackson, who is well known for having a powerful Meganium and a Shiny Magneton.
","[('Ash', 'CHARACTER'), ('Bulbasaur', 'POKEMON'), ('Jackson', 'PERSON'), ('Meganium', 'POKEMON'), ('Magneton', 'POKEMON')]"
208587,"Ash is about to take on his long time rival, Gary Oak, in the next battle of the Johto League Silver Conference, and he's determined to do everything he can to win. He stays up all night researching strategies and trying to learn more about Gary's Pokémon. Gary has a lot of strong Pokémon, and he trains many different types, so Ash has to pick his team carefully. Gary starts out with Nidoqueen, and Ash uses Tauros. Gary wins the first round, but Ash takes the second.  It's going to be a very close match!  In round three, it's Ash's Heracross versus Gary's Blastoise.
","[('Gary Oak', 'PERSON'), ('the Johto League Silver Conference', 'ORG'), ('Pokémon', 'PERSON'), ('Nidoqueen', 'POKEMON'), ('Tauros', 'POKEMON'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('three', 'CARDINAL'), ('Ash', 'CHARACTER'), ('Heracross', 'POKEMON'), ('Gary', 'PERSON'), ('Blastoise', 'POKEMON')]"
208588,"Our hero is in the middle of the first match of the championship tournament at the Johto League Silver Conference.  His opponent is his long time rival – Gary Oak.  Each trainer is down one Pokémon, with five to go.  Gary's Blastoise is very strong and knocks out Ash's Heracross.  Ash isn't surprised – that Blastoise was the Squirtle that Gary got when he first started out as a trainer!  Gary recalls Blastoise and the battle continues.  Finally, each trainer is down to their last Pokémon.  Gary has saved Blastoise till the end – and Ash calls out Charizard!  Blastoise has the advantage because it's a Water Type, but Ash is very clever.  He uses Charizard's Flame Thrower attack to scorch the battle field, trapping Blastoise.  Blastoise uses Hydro Pump to cool off the field, but it backfires.  The field becomes all steamy and no one can see.  Charizard finishes off the battle with a Seismic Toss.  Ash is thrilled to have finally defeated his rival – but his next opponent will be Harrison from Hoenn.
","[('first', 'ORDINAL'), ('the Johto League Silver Conference', 'FAC'), ('Gary Oak', 'PERSON'), ('one', 'CARDINAL'), ('five', 'CARDINAL'), ('Heracross', 'POKEMON'), ('Squirtle', 'POKEMON'), ('Pokémon', 'ORG'), ('Gary', 'PERSON'), ('a Water Type', 'WORK_OF_ART'), ('Blastoise', 'POKEMON'), ('Charizard', 'POKEMON'), ('Seismic Toss', 'GPE'), ('Ash', 'CHARACTER'), ('Harrison', 'PERSON'), ('Hoenn', 'GPE')]"
208589,"Ash is battling Harrison from Hoenn at the Johto League Silver Conference.  Pikachu is very excited to be battling. It's a close match the whole way through, but one by one Harrison knocks out Totodile, Snorlax, and Noctowl.  Ash cleverly guides Bayleef through a rough battle with Harrison's Houndoom.  Houndoom is a fire type Pokémon so it has the advantage, but Ash had Bayleef use its Vine Whip attack to close Houndoom's mouth.  In the end, Bayleef is able to knock out Houndoom!  But Bayleef is no match for Harrison's last Pokémon.  Harrison's sixth Pokémon is one that Ash has never seen before – Blaziken.  It's a fire type Pokémon and it's at a really high level.  Ash has saved Charizard for last.
",[]
208590,"Our hero is at the end of a tough battle with Harrison at the Johto League Silver Conference.  The winner of this battle will go on to the semi-finals.  Each trainer has battled hard and is down to their last Pokémon.  Ash is using Charizard.  Harrison is also using a high level fire type called Blaziken.  Charizard flies up with Blaziken and is in position for a powerful Seismic Toss.  After the impact, however, both Pokémon are standing!  As Charizard tossed Blaziken down, Blaziken had directed a Flame Thrower attack towards the ground to propel it back up, softening the blow of the impact!  Both Pokémon battle well, and it seems like neither will give in, but, in the end, Charizard faints.  Harrison continues on into the semi-finals, but is defeated in the next round.  After his battle, he tells Ash all about Hoenn and the amazing Pokémon there.  As the Silver Conference comes to a close and the gang prepares to leave for Vermillion City, Gary makes a surprising announcement – he's giving up battling.  He's decided to become a Pokémon Researcher.
","[('the Johto League Silver Conference', 'FAC'), ('Seismic Toss', 'GPE'), ('Blaziken', 'POKEMON'), ('Charizard', 'POKEMON'), ('Harrison', 'PERSON'), ('Ash', 'CHARACTER'), ('Hoenn', 'PERSON'), ('Pokémon', 'ORG'), ('Vermillion City', 'GPE'), ('Gary', 'PERSON'), ('Pokémon Researcher', 'ORG')]"
208591,"With the Johto League Silver Conference behind them, Ash, Brock and Misty head back to Viridian City to relax.  Their vacation is cut short when Misty receives an urgent call beckoning her back to Cerulean City to run the gym while her sisters cruise the world.  Brock, too, realizes that has things he has to do.  After a teary goodbye, Ash returns home to Pallet Town – but soon grows restless for adventure.  When his former rival Gary takes off on a new journey, leaving behind all of his Pokémon except Blastoise, Ash starts thinking about his next journey.
","[('the Johto League Silver Conference', 'ORG'), ('Brock and Misty', 'ORG'), ('Viridian City', 'GPE'), ('Misty', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Gary', 'PERSON'), ('Pokémon', 'ORG'), ('Blastoise', 'POKEMON'), ('Ash', 'CHARACTER')]"
208592,"Ash has left all of his Pokémon behind in Pallet Town – except Pikachu – and boarded a ship bound for Littleroot Town in Hoenn.  Unfortunately, Team Rocket is on board as well, and they're cooking up a scheme to catch Pikachu once and for all.  They nab Pikachu and hop off the boat just as it pulls into a port.  Their plan quickly goes awry, and Meowth and Pikachu end up in a bad neighborhood.  While Meowth and Pikachu team up to chase off a gang of territorial Haunter, Ash teams up with Officer Jenny to rescue Pikachu before the boat leaves.
","[('Pokémon', 'ORG'), ('Littleroot Town', 'PERSON'), ('Hoenn', 'GPE'), ('Meowth', 'POKEMON'), ('Haunter', 'POKEMON'), ('Ash', 'CHARACTER'), ('Officer Jenny', 'PERSON'), ('Pikachu', 'POKEMON')]"
208594,"In the land of Hoenn, a girl named May travels to Prof. Birch's lab. She is attacked by a wild ghost pokemon called Duskull. Scared, but unharmed, she travels on her bike to the lab in Littleroot Town.Ash also travels to Littleroot town and signs up for the Hoenn League. Ash arrives in town to discover that Littleroot doesn't have a pokemon center! Ash rushes to the Profesor's lab and talks to one of the assistants. The assistant alerts Prof. Birch and the he assists him.Meanwhile, May arrives at the lab to find that the Prof. isn't there. The assistants tell her that he drove into the woods and she rides after them.In the woods, the prof. tumbles down a cliff and lands on a Pochyena. He is suddenly surrounded by a group of the pokemon and he looks like he is in trouble. Suddenly, May arrives and the prof. tells her to take one of the pokemon out of his bag and use it to battle the Pochyena. She ends up throwing Mudkip. Birch tells Mudkip to do a water gun attack.As May and Prof.Birch find Ash. As the group is about to leave, Team Rocket arrive on the scene in a giant robot. They reintroduce themselves to Ash and let May and the prof. know who they are. Jessie still doesn't care about this mission and James and Meowth do the dirty work as they launch an arm that begins draining Pikachu's energy. However, it accidentely HEALS Pikachu and he uses a super-powered Thunderbolt.Back at the lab, May picks the fire pokemon, Torchic. Prof. Birch gives her a pokedex and she qiuetly says how she really doesn't like Pokemon. May's damaged bike due to Pikachu's thunderbolt makes her angry but she decides to ask Ash if she can go with him on his journey. He says OK and they head over to Oladale town as Ash's journey in Hoenn begins.
","[('Duskull', 'POKEMON'), ('Littleroot Town', 'PERSON'), ('the Hoenn League', 'FAC'), ('Littleroot', 'ORG'), ('Profesor', 'PERSON'), ('one', 'CARDINAL'), ('Mudkip', 'POKEMON'), ('Jessie', 'CHARACTER'), ('James', 'CHARACTER'), ('Meowth', 'POKEMON'), ('HEALS Pikachu', 'PERSON'), ('Thunderbolt', 'PERSON'), ('Torchic', 'POKEMON'), ('Birch', 'PERSON'), ('Pokemon', 'ORG'), ('May', 'DATE'), ('Pikachu', 'POKEMON'), ('Oladale', 'ORG'), ('Ash', 'CHARACTER'), ('Hoenn', 'GPE')]"
208596,"Ash is ready to head to Oldale Town to sign up for the Hoenn League. May has offered to show Ash the way in exchange for his company to Oldale Town - which is only fair, seeing as Pikachu destroyed May's bike when it was sick!  In Oldale Town, May visits her first Pokémon Center and is amazed with all of its services, and by the ancient ruins next door.  Things quickly turn sour when Team Magma, a mysterious band of criminals, shut down the electricity at the Pokémon Center and kidnap Professor Alden in order to invade the ruins.  With no electricity, all of the Pokémon are in danger - including May's Torchic.  It's up to Ash and May to save the day - and in doing so they uncover mysterious ancient Pokémon.
","[('the Hoenn League', 'FAC'), ('Pikachu', 'POKEMON'), ('Oldale Town', 'PRODUCT'), ('Pokémon Center', 'ORG'), ('the Pokémon Center', 'FAC'), ('Alden', 'GPE'), ('Torchic', 'POKEMON'), ('Ash', 'CHARACTER'), ('May', 'DATE'), ('Pokémon', 'ORG')]"
208597,"Ash and May have made it all the way to Petalburg City â€“ the first city with a gym.  Ash is very excited to take on the gym leader.  May seems a little uneasy â€“ perhaps it's because she hasn't yet told Ash that her father, Norman, is the gym leader in Petalburg!  When Ash first gets to the gym, he meets May's little brother, Max, who is pretending to be the gym leader.  Max knows a lot about PokÃ©mon and can't wait until he's old enough to become a trainer.  Once Ash finally meets Norman, he learns that he will need three PokÃ©mon in order to battle at the gym.  He only has Pikachu with him.  When Norman agrees to an unofficial battle, Ash encounters his first Vigoroth.  Ash realizes that he will have to train hard in order to win a badge in Petalburg City.  After a quick scuffle with Team Rocket, Ash and May are ready to hit the road again.  Max has decided to tag along, too!","[('Petalburg', 'GPE'), ('Once Ash', 'GPE'), ('three', 'CARDINAL'), ('Pikachu', 'POKEMON'), ('Norman', 'PERSON'), ('first', 'ORDINAL'), ('Vigoroth', 'POKEMON'), ('Petalburg City', 'GPE'), ('Ash', 'CHARACTER'), ('May', 'DATE'), ('Max', 'PERSON')]"
208595,"Ash, May, and Max are strolling through the Petalburg forest on hopes of seeing new pokemon and adventures. May suggest that they should stop for a quick lunch break but Max on the otherhand think that they should continue to find pokemon in the forest. May and Max begin to pull Ash back and forth to see what he should do: eat lunch, or find new pokemon, Ash on the otherhand get extremely annoyed and decides that they can take a qiuck lunch break and later find pokemon. Ash, Max, May, and Pikachu start to have a lunch but soon find out that none of them have food on them to eat, and all of pikachu's pokemon food container was empty leaving them at a starving situation. Ash then tells May and Max about is friend Brock and how he always cooks meals for him and Misty and how he helps him out during their travels together. While in the forest a flock of vicious Taillow begin to attack Ash and his friends but when all hope is lost an old friend come to the rescue
","[('Petalburg', 'GPE'), ('Pikachu', 'POKEMON'), ('May', 'DATE'), ('Max', 'PERSON'), ('Brock', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Taillow', 'POKEMON'), ('Ash', 'CHARACTER')]"
208598,"Brock is ready to travel again and has joined up with Ash, May and Max as the journey on towards Rustboro City.  In the forest they encounter a giant Zigzagoon, which they soon realize is actually a trainer in a Zigzagoon suit.  Nicolai the Knickerbocker is a trainer that believes in becoming one with Pokémon in order to understand them. While battling, he wears a costume of whichever Pokémon he is using.  When not dressed as a Pokémon, he wears knickers in order to be closer to nature.  Nicolai is very excited to learn that May is the daughter of the Petalburg Gym leader.  He challenges her to a battle and quickly defeats her.  Nicolai taunts her for losing, saying that he doesn't think her father will be difficult to beat since she is such an inexperienced trainer.  Brock, Ash and May shrug off the defeat and continue on their way, but Max is furious. Without telling anyone, he goes off in search of Nicholai to defend his father's honor.
",[]
208599,"Our heroes are headed for Rustboro City, where Ash hopes to have his first real gym battle in Hoenn.  Team Rocket is making their way along the same path when they stumble upon a cage full of Ekans.  Jessie is delighted that their work has been done for them and orders Arbok to attack.  Arbok can't manage to attack the helpless Ekans, however, because it remembers when it used to be an Ekans.  Jessie is sympathetic.  James soon makes a similar concession when they find a cage of Koffing that Wheezing will not hurt.  The cages belong to a poacher named Rico who uses his Fearrow and Pupitar to chase off Team Rocket.  Team Rocket returns to the scene, now hoping to free the Ekans and Koffing.  Things turn dangerous when Rico's Pupitar evolves into a Tyrannitar, and Team Rocket is forced to make the ultimate sacrifice for the Pokémon that they love.
","[('Ash', 'CHARACTER'), ('first', 'ORDINAL'), ('Hoenn', 'GPE'), ('Arbok', 'POKEMON'), ('Jessie', 'CHARACTER'), ('James', 'CHARACTER'), ('Wheezing', 'FAC'), ('Fearrow', 'WORK_OF_ART'), ('Ekans', 'POKEMON'), ('Koffing', 'POKEMON'), ('Rico', 'PERSON'), ('Pupitar', 'POKEMON'), ('Tyrannitar', 'GPE'), ('Pokémon', 'ORG')]"
208600,"Deep in the woods, Ash spies a Treecko.  He's wanted to catch a Treecko since he first saw one at Professor Birch's laboratory.  He follows the Treecko to an enormous tree that seems to be dying.  There, Ash's Treecko has an argument with all of the other Treecko.  It seems that Ash's Treecko is very attached to the tree and wants to stay with it, while the rest of the clan wants to move on to a new tree.  Ash watches as the lone Treecko struggles to save the tree.  He and Pikachu feel badly for the Treecko and try to help.  In the end, however, the tree dies and falls.  Now that its home is gone, Treecko is ready to make a new home with Ash.  He and Pikachu battle, and Ash catches his Treecko!
","[('first', 'ORDINAL'), ('Birch', 'PERSON'), ('Pikachu', 'POKEMON'), ('Ash', 'CHARACTER'), ('Treecko', 'POKEMON')]"
