id,overview_fra,overview_eng,overview_deu,overview_jpn
208669,"Sur la route de Cimetronelle, Sacha et ses amis se sont arrêtés pour camper au bord d'un lac. Sacha trébuche et fait tomber son étui à Badges dans le lac, où il est avalé par un Barbicha géant...","While resting by a lake, Ash decides to polish his Badge Case and remembers all the Gym Battles he's so far had in Hoenn, when suddenly a larger than normal Whiscash, a Water-Ground type Pokemon jumps out and eats the case. Determined to get his hard-earned badges back, he dives in but nearly drowns when he is saved by a Fishing Master who has spent years trying to catch the giant Whiscash. Determined to retrieve the badges, Ash and the others start fishing. Meanwhile Team Rocket are also trying to get a hold of the same Whiscash (figuring if they capture it, they will get both a new Pokemon and a bunch of badges) but things go crazy when a Feebas bites onto Jesse's hair...
","Ashs Orden werden von einem Welsar, einem Pokemon, das funkelnde Dinge liebt, gestohlen. Ash jagt es unter Wasser und verliert dort das Bewusstsein. Sullivan ‚angelt‘ ihn in letzter Sekunde aus dem See. Sullivan nennt sich selbst einen angelnden Gott. Seit 50 Jahren versucht er Nero, wie er dieses Welsar nennt, zu fangen. Mit der Hilfe unserer Freunde will er Welsar fangen und Ash seine Orden zurückgeben. Mit einigen Lektionen weist er unsere Helden in die Kunst des Angelns ein. Max zeigt beim Angeln ein geschicktes Händchen. Zufällig fängt Ash Welsar. Doch Team Rocket schaltet sich ein und schnappt sich das gigantisch große Pokemon. Unsere Freunde können sie, dank Welsars Unterstützung, in die Flucht schlagen. Welsar gibt Ash seine Orden zurück. Sullivan versucht mit seinem Waaty und seinem Meister-Ball, Welsar zu fangen. Doch Welsar schluckt den Meister-Ball und bleibt auf freiem Fuß. Sullivan wird also weiter diesem Welsar auf der Spur bleiben müssen, und unsere Freunde setzen ihre Reise fort.","　みずうみのほとりでひと休みすることにしたサトシたち。これまでたたかってきたバトルで手に入れたバッジをながめていたサトシだったが、うっかりバッジをケースごと水の中におとしてしまう。すると、みずうみから巨大（きょだい）ナマズンがあらわれ、バッジケースをパクリと口にくわえていってしまった。あわててあとをおい、みずうみにとびこむサトシだったが、おぼれてしまう。
　サトシをたすけたのは、ぐうぜんそこにいた釣り師（つりし）だった。この釣り師、なにやら巨大ナマズンとかかわりがあるようだったが…。"
208670,"Sur leur chemin, Sacha et ses amis font la connaissance de Maria et de ses sept Granivol. La jeune fille raconte à nos amis qu'elle est météorologiste et qu'elle utilise ses Granivol pour mesurer la force du vent. Seulement, parmi les Granivol se trouve un Mystherbe qui rêve de s'envoler comme ses compagnons.","After becoming separated from his friends in a dense mist, Ash comes across a Baltoy spinning dangerously close to the edge of a cliff. After saving the Pokemon, Ash meets it's trainer Calista who is looking for a fabled treasure that lies nearby. Always eager for an adventure, Ash and Pikachu agree to help, but the quest is interrupted when Team Rocket try to snag Pikachu (as usual). However, a mysterious woman appears and after sending Team Rocket blasting off with her Xatu, explains that she too has a Baltoy which has become trapped in a cavern, and if she helps to release it, then she will show Calista how to find the treasure...
","Unsere Freunde sind auf dem Berg Kirikiri und verlieren sich in den dicken Nebelschwaden. Ash ist plötzlich mit Pikachu allein. Er trifft auf eine geheimnisvolle Frau, die ein noch geheimnisvolleres Lied singt. Doch dann ist sie verschwunden. Kurz darauf lernt Ash Calista und ihr Puppance kennen. Calista sucht hier in den Bergen nach Zeugnissen der uralten Zivilisation der Puppance. Sie hat Informationen darüber in einem Buch gefunden. Sie ist heimlich hier, da ihre Eltern dagegen sind, dass sie sich so brennend für Archäologie interessiert. Heute hat sie einen Anruf von einer Frau bekommen, die sie bat, zusammen mit ihrem Puppance in die Berge zu kommen, um ihr zu helfen. Ash vermutet, dass es sich dabei um jene Frau handelt, die er gesehen hat, und führt Calista zu ihr. Inzwischen wurde diese Frau von Team Rocket überfallen, da das Team gehört hat, dass sich in den alten Ruinen der kostbarste Schatz des Universums befindet. Doch die Frau kann sie in die Flucht schlagen. Dann führt sie Ash und Calista zu den alten Ruinen. Dort erfährt Calista, dass die geheimnisvolle Frau sie selbst aus der Zukunft ist. Sie bittet Calista, unter allen Umständen ihren Traum zu verfolgen, da wir nur ein Leben haben. Und unser kostbarstes Gut , unser kostbarster Schatz ist ‚Zeit‘, von der sie nicht mehr allzu viel hat. Und es gibt noch zahlreiche Geheimnisse der Puppance Zivilisation zu entdecken. Mit Hilfe einer der größten Erfindungen dieser Zivilisation, einer Zeitmaschine, ist sie zu Calista gelangt. Doch sie muss wieder fort. Calista weiß jetzt, dass sie Archäologin wird, und Ash ist entschlossener denn je, ein Pokémon-Meister zu werden!",　ホウエンリーグに出るために旅（たび）をつづけるサトシたちは、キリキリ山にのぼることに。しかし、ふかい霧（きり）につつまれた山の中で、サトシとピカチュウはみんなとはぐれてしまう。まいごになったサトシたちは、とつぜん霧の中からあらわれたナゾのおばあさんと出会うが、彼女はおかしなわらべ歌を歌いながら、ふたたび霧の中にきえてしまう。なおもさまよいつづけるサトシは、ガケからおちそうになったヤジロンをたすけたことをきっかけに、クルヨと名のる少女と出会う。まぼろしの古代遺跡（こだいいせき）をしらべていたクルヨは、先ほどのわらべ歌を手がかりにしていたが…。
208671,"Flora se rend au Concours Pokémon de Rubello, où au moins un Ruban est nécessaire pour participer...","The gang enter Rubello Town, and May is delighted to see that a Pokemon Contest is due to begin the next day. Deciding to enter, May meets up with Drew, who is also entering with his new Masquerain, but Drew is soon surrounded by a lot of female admirers (sounds a bit like Gary) which makes May feel a little jealous. However, the jealously is forgotten when she also gets a group of fans approach her. Savannah, the head of the group, explains that they saw May in the Verdanturf Contest and that she will be entering this contest with her Lairon and Flareon, making May realise she's got a new rival. Deciding to enter Bulbasaur in the contest, May and Savannah have a practice battle when Team Rocket appear. It seems that Jessie has attempted to enter Dustox in the contest, but she can't as she doesn't meet the entry requirement of a Ribbon, so she's gonna steal one instead...
","Unsere Freunde kommen nach Rubello City und freuen sich, dass dort am nächsten Tag ein Wettbewerb beginnt, an dem Maike auch unbedingt teilnehmen möchte. Sie trifft auf Drew mit seinem neuen Pokémon Maskeregen, der von einer Fan-Gruppe, genannt MFP, stürmisch gefeiert wird, was Maike neidisch werden lässt. Alles ist vergessen, als die MFP dann Maike bestürmen, weil sie Normans Tochter ist. Savannah, die Leiterin der MFP, hat sich auch zum Wettbewerb mit ihrem Flamara und Stollrack angemeldet und wird vielleicht zur Rivalin für Maike. Indes will auch Jessie von Team Rocket teilnehmen, wird aber abgewiesen, weil sie kein Siegerband vorweisen kann. Kurz entschlossen stiehlt Team Rocket die Bänder von Savannah und Maike. Die Teilnahme am Wettbewerb ist damit in Frage gestellt. Doch Jessie lässt sich überreden sie ihnen zurückzugeben, denn sie hat schon wieder eine neue Idee…","　たびのとちゅう、サトシたちはルイボスタウンにたちよった。この街でポケモンコンテストがあると知ったハルカは大よろこび。ライバルのシュウにも出会い、火花をちらしていると、ママさんたちがものすごいおうえんをはじめ、ふたりはびっくりする。しかも、「ポケモン大すきママさんズ」と名のるそのメンバーのひとり、ツキコも大会にしゅつじょうするという。ツキコとなかよくなったハルカは、きんちょうしている彼女のれんしゅうのあいてになってあげる。
　いっぽう、この大会がコンテストリボンをもっている人だけがしゅつじょうできると知ったロケット団は、ハルカたちのリボンをねらおうとするが…。"
208672,"C'est le début du Concours Pokémon de Rubello. Savannah est toujours nerveuse, mais Flora semble particulièrement confiante. Toutes deux passent le premier tour sans encombre...","It's Contest Day in Rubello Town and May is as determined as ever to win, and with her victories in Fallabor and Verdanturf Town she is extremely confident. After May uses Beautifly in the Appeal rounds (participants are allowed to use different Pokemon for the Appeal and the Battle Rounds), she easily passes the qualifiers with Drew and Savannah. However, as she prepares for the Battle Rounds against Lairon, Ash warns her that Bulbasaur might not be ready, since it's never actually been in a battle before but May is confident in it's abilities, but is she being a bit overconfident, especially since the winner of the match will face Drew and his Masquerain in the final...
","Maike tritt zu einem Wettbewerb an und will unbedingt ihr drittes Band gewinnen. Savannah nimmt auch an diesem Wettbewerb teil. Sie ist sehr nervös. Doch Maike fühlt sich aufgrund ihrer zwei Bänder, die sie gewonnen hat, schon jetzt als Champion und erteilt ihr äußerst arrogant weise Ratschläge. Jessie versucht mit einem gefälschten und viel zu großem Band, ein Band ist Voraussetzung für diesen Wettbewerb, an der Veranstaltung teilzunehmen.. Sie wird rausgeschmissen. Als sie das Band dann aber an eine Frau als Schmuckband für ihr Pokemon verkaufen kann, beschließt Team Rocket in die ‚Bänder-Produktion‘ einzusteigen. Sie produzieren wie die Weltmeister, verkaufen aber nicht ein einziges Band. Sowohl Savannah als auch Maike und ihr großer Widersacher Drew schaffen es in die 2. Runde. Maike tritt in der 2. Runde gegen Savannah an. Da Maike sich vorher in der Kabine heftig mit Ash gestritten hat, ist Bisasam völlig neben der Spur. Und so verlieren sie den Kampf. Maike wird sogar noch wegen ihres Verhaltens ihrem Pokémon gegenüber von den Schiedsrichtern gemaßregelt. Drew und Savannah bestreiten den Endkampf, den Drew gewinnt. Maike kapiert, dass sie sich dumm verhalten hat, und schwört sich, diesen Fehler nie mehr zu machen.",　いよいよルイボスタウンでのポケモンコンテストがはじまった。アゲハントのちょうしがいいため、よゆうたっぷりのハルカ。いっしょにれんしゅうしたツキコも、しあいのカンをとりもどし、なかなかいいできばえ。ライバルのシュウも、ロゼリアの花ふぶきで会場のお客をウットリさせた。 　そろって一次審査（いちじしんさ）を勝ちハルカたち。だが、ハルカの二次審査のたいせんあいては、なんとツキコにきまってしまった。フシギダネのデビュー戦をさいこうのものにしたいと、気合（きあい）じゅうぶんのハルカだったが…。
208673,"Tandis que nos héros prennent un petit-déjeuner de bon matin, Skitty se retrouve façe à un Spoink à qui il manque quelque chose... sa perle. Comment Sacha et ses amis vont-il faire pour la retrouver ?","Continuing the trek to Fortree City, Ash and the gang come across a Spoink, a Psychic-Type Pokemon. However, this Spoink is upset after losing the Pearl it keeps on top of it's head. After Spoink tries putting a couple of round Pokemon on it's head (including an Igglybuff and a Voltorb), the Pearl is found, however Team Rocket, working with renewed vigor after Giovanni threatened to replace them, steal the Pearl. After coming across a fair, James is approached by the same Magikarp Salesman who has made his life a misery in the past and offers to trade Feebas for the Pearl. After discovering Feebas evolves into Milotic, the most beautiful of Pokemon, Jessie, James and Meowth eagerly agree. However, when they let their new Feebas have a swim in a nearby river, they discovered the Feebas is just a Magikarp painted with a Feebas colors, meaning they have been swindled yet again (when will they learn?)! After Ash and the others hear what's happened, they realise that, in order to get Spoink's Pearl back, they need to find the Magikarp Salesman before Team Rocket do!
","Team Rocket kommt langsam unter Druck. Ihr Boss Giovanni will Resultate sehen… . Unsere Freunde treffen auf ein Spoink, das eine Perle von seinem Kopf verloren hat. Diese Perle braucht es, um seine Psycho-Power zu vergrößern. Wenn es keine Perle hat, wird es außerdem zunehmend müder. Unsere Helden beschließen, Spoink bei der Suche zu helfen. In seiner Verzweiflung setzt sich Spoink alles auf den Kopf, was auch nur entfernt nach Perle aussieht. Schließlich finden sie die Perle. Doch während eines Kampfes gegen Team Rocket, landet sie in deren Besitz. Und Team Rocket tauscht die Perle an einem Verkaufsstand gegen ein gefaktes Barschwa ein, das in Wirklichkeit ein Karpador ist… Ash und seine Freunde finden den betrügerischen Verkäufer. Der hat auch die Perle noch. Doch erst nach einem Kampf gegen Team Rocket können unsere Helden die Perle Spoink zurückgeben. Glücklich setzen sie ihre Reise fort.","　つぎのジム戦があるヒマワキシティをめざすサトシたちは、そのとちゅう、元気のないようすのバネブーに出会う。頭の真珠（しんじゅ）をどこかでなくしてしまいこまっていると知ったサトシたちは、いっしょにさがしてあげることに。ところが、まるいものを見つけるとなんでも頭にのせてしまうバネブーに、サトシたちはふりまわされてしまう。
　やっとの思いでミズゴロウに見つけてもらった真珠を自分の頭にのせ、よろこぶバネブー。ホッとするサトシたちだったが、そこへロケット団があらわれ…。"
208674,"Sacha, Pikachu et les autres arrivent à Bourasquia, une ville où le vent souffle sans cesse. C'est par ailleurs ici qu'est organisé un tournoi de Pokévolanneau, un sport très populaire où un Pokémon de type vol et son dresseur font équipe...","While walking through a mountainous and windy area, Ash and his friends notice a boy training his Swablu to carry rings, however when Swablu gets knocked out of the sky, Ash thinks fast and uses Taillow to save it. The boy, whose name is Shane, explains that he is practicing for the PokeRinger tournament, a competiton where Flying Pokemon have to grab a ring suspended in mid-air and get it back to the finish before it's opponents. Hearing that the registration for contestants is still open, Ash excitedly decides to enter with Taillow while May enters with Beautifly. Also entering is James, with Jessie's Dustox, since he trained to be a PokeRinger as a child and is determined to win without cheating. As the competition starts, Ash is dismayed when he drawn into the same group as last year's champion Volt, an arrogant trainer who uses his Volbeat's electric attacks to win. However, when Taillow is able to win the first round, knocking Volt out, Ash becomes even more determined to win. Meanwhile, James manages to knock May and Beautifly out of the competition, and begins to think he has a chance too!
","Unsere Freunde kommen nach Crossgate Town, einer Stadt, in der Pokéringer-Wettbewerbe stattfinden. Diese Wettbewerbe werden in der Luft in Heißluftballons mit Flug-Pokémon ausgetragen. Da der Wettbewerb gerade beginnt, nehmen Ash und Maike daran teil. Auch James entschließt sich teilzunehmen, da er als Junge von einem Pokéringer-Meister trainiert worden ist. Auch der neue Freund unserer Helden, Shane, meldet sich an. Shane und Maike scheiden im Halbfinale aus. Ash und James bestreiten das Finale. Während ihres Kampfes zieht ein Tornado auf. Ash verlangt seinem Schwalbini alles ab, so dass es sich mitten im Kampf zu einem Schwalboss weiterentwickelt. Ash gewinnt aufgrund der guten Teamarbeit mit seinem Schwalboss den Wettbewerb und wird damit Ehrenbürger von Crossgate Town. Unterdessen hat Team Rocket sich mal wieder ein paar Pokémon der anderen teilnehmenden Trainer unter den Nagel gerissen. Als sie gerade damit fliehen wollen, befreit Schwalboss sie mit einer Flügelschlag-Attacke. Triumphierend setzen unsere Freunde ihren Weg nach Baumhausen City fort.",　ヒワマキシティをめざすサトシたちは、そのとちゅう、クロスゲートタウンでつよい風にあおられた「わたりどりポケモン」のチルットをたすけ、少年カイトと知り合う。風の交差点（こうさてん）とよばれるこの街では、リングをつかってトレーナーとポケモンのコンビネーションをきそう「ポケリンガ大会」がおこなわれるという。さっそく、サトシとハルカはエントリーするが、会場にはなんと、かつてポケリンガのとっくんをしていたというコジロウのすがたもあり…。
208675,"En essayant d'échapper à la pluie, Sacha et ses amis rentrent dans une étrange demeure et s'y retrouvent piégés...","Alas, it is just another day in the life of Team Rocket, as they make a landing following a recent blast off, except this time they all have Afro-Hairstyles courtesy of Pikachu's Thunderbolt! Whilst arguing amongst themselves whose fault their latest trip through the skies was, they notice a huge mansion... so naturally they decide to rob the joint. Meanwhile Ash and the gang have their own Afro's, but while they continue the road to Fortree City, a rainstorm starts up, and while it puts their hair back to normal, they have to find shelter, and come across the same mansion. After entering May and Max have yet another argument, but when Max goes missing May and the others need to find him, not realising he's made friends with one of the mansion's inhabitants, a friendly Shuppet!
","In einer schönen, alten Villa lebt ganz allein ein Shuppet, ein Puppe-Pokémon, das Kraft erhält, in dem es die Wut und den Ärger der Menschen von ihnen nimmt und in sich aufsaugt. Diese Wut ist bei den Menschen dann sofort verflogen. Sowohl Team Rocket als auch unsere Freunde suchen in der Villa Unterschlupf. Merkwürdige Dinge spielen sich dort ab. Türen schließen sich von allein und Geschirr fliegt in der Luft herum. Unsere Helden wissen nicht, dass hinter diesem Schabernak Shuppet steckt. Maike und Max kriegen sich furchtbar in die Haare. Max läuft wütend weg und trifft in einem Zimmer auf Shuppet. Die beiden schliessen Freundschaft und bringen mit Shuppets Tricks Ash, Rocko und Maike an den Rand des Wahnsinns. Doch dann taucht die Besitzerin der Villa, Emily, auf. Auch sie ist der irrigen Meinung, dass es in ihrem Anwesen spukt. Sofort fangen unsere Helden wieder an, mit Hilfe von Flemmli und Schwalboss nach Max zu suchen. Als Max Flemmli entdeckt, wird ihm klar, dass Maike sich doch Sorgen um ihn macht. Er rettet Flemmli vor den Fängen von Team Rocket. Maike und Max schließen wieder Frieden und vertreiben mit Hilfe von Shuppet Team Rocket. Emily kann sich plötzlich wieder daran erinnern, dass sie als kleines Mädchen hier in diesem Haus immer mit Shuppet gespielt hat. Die beiden freuen sich, sich wieder gefunden zu haben, und wollen zusammen bleiben.",　ヒワマキシティへのたびのとちゅう、道にまよったサトシたちは、雨やどりをさせてもらおうとして入った洋館（ようかん）にとじこめられてしまう。洋館から出ることができず、イライラするハルカとマサト。口ゲンカをしてしまい、みんなの前からとび出したマサトは、いかりの念（ねん）を食べようとまちかまえていた「にんぎょうポケモン」のカゲボウズと出くわす。なかよくなったマサトは、カゲボウズにきょうりょくしてもらい、ハルカをこまらせるためにあるけいかくを思いつくが…。
208676,La Team Rocket meurt de faim et décide de voler des pommes à un groupe de Balignon. Certains Balignon se mettent dans une telle colère qu'ils évoluent en Chapignon et attaquent la Team Rocket...,"While having a picnic in one of Hoenn's many forests, Ash's Corphish and May's Torchic get into a huge scrap when Corphish, having eaten it's own, decides to take Torchic's food for itself. While the two fight, Team Rocket spot an easy opportunity for food when they see a bunch of Shroomish carrying apples, but when they attempt to steal the apples, a group of the Shroomish suddenly evolve into Breloom and chase Jesse, James and Meowth into Ash's camp, where the grass type Pokemon send everyone blasting off (Ash and friends too!). Upon landing, the group have been separated into five smaller groups containing Ash, Brock, Pikachu and Swellow in one, Jesse and James in another, May and Mudkip in the third, Max and Meowth in the fourth and Corphish and Torchic (who are still angry with each other) in the last. It's up to the groups to ifnd each other before the angry Breloom do!
","Im Knilz-Wald schlagen sich sowohl unsere Freunde als auch Team Rocket den Bauch voll. Doch Team Rocket kann nicht genug bekommen und stiehlt den Knilz ihre wunderschönen Äpfel. Vor lauter Wut darüber entwickeln sich fünf Knilz zu Kapilz weiter. Daraufhin jagen die Knilz und die Kapilz Team Rocket. Krebscorps hat Flemmli sein ganzes Fressen weggefuttert. Es kommt zu einem Riesenstreit zwischen den beiden, der gar nicht mehr enden will. Team Rocket taucht auf seiner Flucht bei unseren Freunden auf. Die Kapilz lassen eine so starke Attacke los, dass sowohl Team Rocket als auch unsere Helden in alle Himmelsrichtungen zerstreut werden. Zum Glück finden sie sich alle wieder. Als Flemmli von den Kapilz angegriffen wird, setzt sich Krebscorps bis zur Erschöpfung für es ein. Als es fast nicht mehr kämpfen kann, verliert Flemmli all seine Angst und will gegen die Kapilz kämpfen, Dabei entwickelt es sich zu Jungglut weiter. Es kommt zu einem Mann-gegen-Mann Kampf, Jungglut gegen das Ober-Kapilz. Die beiden sind schwer beeindruckt von den Fähigkeiten des Anderen und schließen erschöpft, aber glücklich Freundschaft. Und dann schicken sie Team Rocket in die unendlichen Weiten des Universums. Krebscorps und Jungglut sind durch den gemeinsamen Kampf gegen die Kapilz wieder Freunde geworden.","　広い森でひと休みするサトシたち。ピカチュウたちもポケモンフーズを食べて、のんびりムード。ところが、ヘイガニに自分の分をとられたアチャモがおこり出し、ふんいきはいっきにわるくなってしまう。さらにほかのポケモンたちもまきこんで、大さわぎに。
　いっぽう、食べものをさがしてさまよっていたロケット団たちは、森のキノココの食料（しょくりょう）をうばうが、おこったキノココたちはつぎつぎとキノガッサに進化してしまい…。"
208677,"Alors que Sacha et ses compagnons se dirigent vers Cimetronelle, ils sont pris sous une averse qui se transforme en tempête de neige. Ils courent se mettre à l'abri et rencontrent un Morphéo qui propose de les guider...","Nearing Fortree City, Ash and the gang are caught in a sudden snowstorm. When the storm disappears as suddenly as it came, the group discover that it was the work of a Castform, a Unique Pokemon which has the ability to change it's type and form along with the weather. This Castform belongs to the local Weather Research Institute, where the resident scientists study weather conditions. However the gang's tour around the complex is interrupted when Commander Isabel from Team Aqua (whom the group previously encountered on Dewford Island and Mt. Chimney) attacks the Institute attempting to get a hold of the data hoing it will lead her to the location of the legendary Pokemon that Team Aqua have been hoping for and it's up to Ash and Co. to stop the data from falling into such dangerous hands...
","Auf ihrem Weg nach Baumhausen City treffen unsere Freunde auf ein Formeo, das sie zu einem Wetter-Institut führt. Dieses Institut arbeitet an einer Wettermaschine, die das Wetter verändert, was unsere Freunde live erleben! Team Aqua überfällt das Institut, um an die Daten über Alte Pokemon zu kommen, die in dem Hauptcomputer gespeichert sind. Unsere Helden ziehen mit Hilfe von Milli, einer neuen Mitarbeiterin des Instituts, die entsprechenden Daten auf eine Diskette und löschen sie auf dem Hauptcomputer. Doch dann stellt sich heraus, dass Milli nicht Milli ist sondern Brody, ein Mitglied von Team Magma. Brody kann beliebig sein Aussehen verändern. Er verschwindet auf Nimmerwiedersehen mit der Diskette. Team Aqua zieht unverrichteter Dinge davon. Dann taucht die echte Milli auf und möchte mit ihrer Arbeit in dem Institut beginnen. Ihre erste Aufgabe ist es, unzählige Informationen über die Alten Pokemon, die in einem Raum gestapelt sind, wieder in den Computer zu geben. Unsere Freunde setzen ihre Reise nach Baumhausen City fort.",　６つめのバッジがあるヒマワキシティのすぐそばまでやって来たサトシたちは、とちゅうの道で大雪にあい、ピンチになる。そこで一行は、天気によってすがたが変わる「てんきポケモン」のポワルンと出会う。ポワルンに「お天気研究所（けんきゅうじょ）」にあんないされたサトシたちは、天気データをあつめている巨大なコントロールマシンにおどろく。それをねらってあらわれるロケット団。さらに、アクア団もやって来て…。
208678,"Sacha et ses amis montent les marches vers l'Arène de Cimetronelle, mais une fois arrivés au sommet, ils découvrent que la Championne se trouve au village pour la Fête de la Plume...","The gang have reached Fortree City, and Ash is determined to finally challenge the local Gym Leader. Heading straight for the Gym, Ash is disappointed to learn that Winona, the Gym Leader, is away for the day at Fortree's Feather Carnival, a celebration of Flying Pokemon (which is the type Winona specializes in). Proceeding to the main part of the city, the gang notice the inhabitants unique way of living in treehouses, and also find Winona giving kids rides on her giant Skarmory, and May decides she wants a go too. Meanwhile, Team Rocket encounter the Magikarp Salesman again, where he offers James a chance to buy a Chmiecho, a very unique Pokemon which has soothing tones. James, obviously having forgotten the million other times he's been swindled by this guy, happily accepts, until it turns out to be a Hoppip dressed as a Chimecho (surprise surprise!). However James anger quickly fades when he encounters a genuine Chimecho and makes it his own. With a new Pokemon in their squad, Team Rocket plan to use Chimecho's Heal Bell attack to capture Pikachu...
","Unsere Freunde sind endlich in Baumhausen City angekommen. Doch leider treffen sie in der Arena die Arena-Leiterin Winona nicht an. Denn die hat beim gerade stattfindenden Festival alle Hände voll zu tun. Unsere Helden beschließen, sich in aller Ruhe das Festival anzusehen und es zu genießen. Auch Team Rocket ist auf diesem Festival. James erinnert sich dort an seine erste große Liebe, einen seltenen Palimpalim. Doch seine Eltern verboten ihm, ein Pokémon zu haben. Seitdem trauert er dieser Liebe nach. Durch einen glücklichen Zufall läuft James ein Palimpalim über den Weg, das sich ihm freiwillig anschließt! Unsere Freunde finden Winona. Sie erklärt sich bereit, nach dem Festival gegen Ash zu kämpfen. Ash erfährt, dass sie eine geniale Flug-Pokémon-Trainerin ist, der Kampf gegen sie wird nicht leicht werden. Team Rocket schnappt sich mal wieder unerlaubt ein paar Pokémon. Winona und Ash können sie befreien und Team Rocket davonjagen. Ash kann seinen Arena-Kampf kaum mehr erwarten.","　ついにヒワマキシティにたどりついたサトシたち。街は「フェザーカーニバル」という年に一度の「空」をテーマにしたおまつりで、大にぎわい。そこで一行は、エアームドのせなかに子どもたちをのせてあそばせているナギと出会う。彼女は「ひこうタイプ」せんもんのヒワマキジムのジムリーダーだという。
　ジム戦を前に、このおまつりをたのしむサトシたち。そのころ、ロケット団のコジロウは、思い出の「レアなポケモン」チリーンを手に入れていたが…。"
208679,"Sacha gagne son sixième badge d'Hoenn, le badge Plume, contre Alizée (Type Vol).","After the excitement of the Feather Carnival, Ash is more than ready for his sixth Gym Battle. Ash decides to begin with Grovyle, while Winona begins with Altaria, a Flying/Dragon type. Despite the type disadvantage, Grovyle's speed is able to get the better of Altaria's power and is able to defeat it. Winona then decides to send out Pelipper, and Ash recalls Grovyle for some rest and sends out Pikachu, which has a double type advantage. However when Pikachu tries a Thunderbolt, Pelipper is able to channel it into the ground using Steel Wing. After a furious shooting battle, Pikachu and Pelipper knock each other out. Down to her last Pokemon, Winona sends out her Swellow, which is Shiny and therefore has higher stats. With a weakened Grovyle and his own Swellow, can Ash defeat Winona and win a Feather Badge?
","Der lang ersehnte Moment ist gekommen, Ash tritt zu seinem Arena-Kampf gegen Winona, der Arena-Leiterin von Baumhausen City, an. Im ersten Match setzt Winona Ataria ein und Ash Reptain. Aufgrund seiner schnellen Reaktionszeit gewinnt Reptain das erste Match. Im 2. Match kämpft Pelipper gegen Pikachu. Am Ende des Matchs sind beide kampfunfähig, und somit geht das Match unentschieden aus. Im 3. Match setzt Winona Schwalboss und Ash noch einmal Reptain ein. Schwalboss gewinnt. Daraufhin setzt Ash sein Schwalboss gegen Winonas Schwalboss ein. Obwohl Winonas Schwalboss viel stärker und erfahrener ist, kann Ash durch einen geschickten Schachzug das Match für sich entscheiden. Somit hat er nicht nur diesen Kampf, sondern auch seinen 6. Orden gewonnen.","　いよいよ６つめのバッジをかけたジムバトルがヒワマキジムではじまる。サトシは気合じゅうぶん。たいするナギは、戦いを前にしずかに空にいのりをささげていた。
　「ひこう」と「ドラゴン」というふたつのタイプをもつチルタリスを出したナギにたいして、サトシは「ひこうタイプ」がにがてなジュプトルでいどむが…。"
208680,"Sacha commence son combat contre Alizée en envoyant son Massko contre Altaria. Massko élimine Altaria avec son attaque Lame-feuille. Vient ensuite le tour de Bekipan, un Pokémon eau et vol...",Ash is admiring his newly acquired Feather Badge that just recently won and they find out the next gym is in Mossdeep City but decide to stop at Lilycove City on the way. On their way they see a man struggling with a Camerupt that has equipment on it's back Ash and Co. manage to get the Camerupt out of the water and they find out from the man that Camerupt was carrying film equipment for movies.Meanwhile in the bushes Team Rocket plans to steal the movies and the Camerupt and give them to Giovanni...,"Ash und seine Freunde sind auf dem Weg zur Arena von Moosbach City. Aber um dorthin zu kommen, müssen sie erst mal nach Seegrasulb, um dort mit der Fähre überzusetzen. Unterwegs treffen sie Elijah, einen Filmvorführer, dessen Camerupt in einem Fluss stecken geblieben ist. Elijah besucht die entlegensten Dörfer und Städte und zeigt dort die neuesten Kinofilme. Unsere Helden begleiten Elijah ins nächste Dorf. Während eines Gesprächs stellen sie fest, dass das Faszinierende am Kinos nicht allein die große Leinwand ist, sondern auch alles, was drumherum passiert, und dass so das Ereignis als Ganzes in der Erinnerung bleibt. Während der Kino-Vorführung am Abend stiehlt Team Rocket den Projektor. Doch unsere Helden können ihn zurückerobern! Der Filmvorführung steht jetzt nichts mehr im Weg!",　ヒワマキジムでフェザーバッジをゲットしたサトシたちは、つぎのジム戦をめざして旅をつづけるとちゅう、道ばたで身動きのとれなくなったバクーダをたすける。そのとき、サトシたちはタカヤという少年とも出会う。タカヤは、小さな村の人たちに映画を見せてあげるために、フィルムと映写機（えいしゃき）をはこんで旅をしているという。そのようすをうかがっていたロケット団は、映写機をうばいとろうと、彼らの前に立ちはだかった！
